Protein Group,Protein ID,Accession,Significance,Coverage (%),#Peptides,#Unique,PTM,Sample 2 Area,Sample 4 Area,Sample Profile (Ratio),A HCD Area,B HCD Area,Group Profile (Ratio),Avg. Mass,Description
1126,3877,O35777|MAGT1_RAT,0.98,3,1,1,,6.18E6,2.37E6,1.45:0.55,6.18E6,2.37E6,1.45:0.55,37993,Magnesium transporter protein 1 OS=Rattus norvegicus GN=Magt1 PE=2 SV=2
253,147,tr|B2RYD7|B2RYD7_RAT,0.98,18,14,14,Carbamidomethylation,7.91E7,5.5E7,1.18:0.82,7.91E7,5.5E7,1.18:0.82,93436,Protein Stt3b OS=Rattus norvegicus GN=Stt3b PE=1 SV=1
663,166,tr|A0A0G2KAE2|A0A0G2KAE2_RAT,0.98,15,5,5,Carbamidomethylation,1.7E7,2.97E7,0.73:1.27,1.7E7,2.97E7,0.73:1.27,39623,Protein Tusc3 OS=Rattus norvegicus GN=Tusc3 PE=1 SV=1
38,25,P15999|ATPA_RAT,0.98,56,29,28,Carbamidomethylation,2.99E8,2.1E8,1.18:0.82,2.99E8,2.1E8,1.18:0.82,59754,ATP synthase subunit alpha  mitochondrial OS=Rattus norvegicus GN=Atp5a1 PE=1 SV=2
197,57,Q6P7R8|DHB12_RAT,0.98,47,15,15,Carbamidomethylation,1.08E8,7.48E7,1.18:0.82,1.08E8,7.48E7,1.18:0.82,34841,Very-long-chain 3-oxoacyl-CoA reductase OS=Rattus norvegicus GN=Hsd17b12 PE=2 SV=1
602,21229,tr|D3ZX87|D3ZX87_RAT,0.97,10,1,1,,8.31E6,4.41E6,1.31:0.69,8.31E6,4.41E6,1.31:0.69,16321,Protein LOC100910017 OS=Rattus norvegicus GN=LOC100910017 PE=4 SV=2
272,64,P14562|LAMP1_RAT,0.97,23,10,10,Carbamidomethylation,3.67E8,2.67E8,1.16:0.84,3.67E8,2.67E8,1.16:0.84,43969,Lysosome-associated membrane glycoprotein 1 OS=Rattus norvegicus GN=Lamp1 PE=1 SV=1
642,20978,P54001|P4HA1_RAT,0.97,9,5,4,Carbamidomethylation,1.36E7,8.82E6,1.21:0.79,1.36E7,8.82E6,1.21:0.79,60898,Prolyl 4-hydroxylase subunit alpha-1 OS=Rattus norvegicus GN=P4ha1 PE=2 SV=2
603,568,Q52KK3|S2551_RAT,0.97,13,3,3,,3.48E6,1.92E6,1.29:0.71,3.48E6,1.92E6,1.29:0.71,33774,Solute carrier family 25 member 51 OS=Rattus norvegicus GN=Slc25a51 PE=2 SV=1
1029,13797,tr|F1LPJ1|F1LPJ1_RAT,0.96,1,1,1,,4.56E5,1.18E6,0.56:1.44,4.56E5,1.18E6,0.56:1.44,167246,Protein Ptprm OS=Rattus norvegicus GN=Ptprm PE=4 SV=2
68,232,tr|E9PT92|E9PT92_RAT,0.96,11,27,26,Carbamidomethylation,2.12E7,1.41E7,1.20:0.80,2.12E7,1.41E7,1.20:0.80,331991,Protein Csmd1 OS=Rattus norvegicus GN=Csmd1 PE=4 SV=2
1318,11909,tr|A0A1B0GWS0|A0A1B0GWS0_RAT,0.96,1,1,1,,2.93E6,1.14E6,1.44:0.56,2.93E6,1.14E6,1.44:0.56,142635,Protein Ppfia1 OS=Rattus norvegicus GN=Ppfia1 PE=4 SV=1
1274,21675,Q9JK00|SCN3B_RAT,0.96,4,1,1,,5.87E5,2.28E5,1.44:0.56,5.87E5,2.28E5,1.44:0.56,24799,Sodium channel subunit beta-3 OS=Rattus norvegicus GN=Scn3b PE=1 SV=1
100,439,P31424|GRM5_RAT,0.96,24,22,22,Carbamidomethylation,4.86E7,3.35E7,1.18:0.82,4.86E7,3.35E7,1.18:0.82,131885,Metabotropic glutamate receptor 5 OS=Rattus norvegicus GN=Grm5 PE=1 SV=2
358,204,tr|D4ABI7|D4ABI7_RAT,0.95,19,9,9,,7.61E7,4.89E7,1.22:0.78,7.61E7,4.89E7,1.22:0.78,43104,Protein Hacd3 OS=Rattus norvegicus GN=Hacd3 PE=1 SV=2
637,21066,tr|Q5XIH3|Q5XIH3_RAT,0.95,8,4,4,Carbamidomethylation,8.73E6,5.8E6,1.20:0.80,8.73E6,5.8E6,1.20:0.80,50731,NADH dehydrogenase (Ubiquinone) flavoprotein 1 OS=Rattus norvegicus GN=Ndufv1 PE=1 SV=1
445,20878,Q68FX9|SIR5_RAT,0.95,42,9,9,Carbamidomethylation,9E7,6.29E7,1.18:0.82,9E7,6.29E7,1.18:0.82,34098,NAD-dependent protein deacylase sirtuin-5  mitochondrial OS=Rattus norvegicus GN=Sirt5 PE=2 SV=1
1016,4594,B5DEL3|TTC17_RAT,0.95,3,2,2,,4.2E6,1.88E6,1.38:0.62,4.2E6,1.88E6,1.38:0.62,135721,Tetratricopeptide repeat protein 17 OS=Rattus norvegicus GN=Ttc17 PE=1 SV=1
143,160,P29457|SERPH_RAT,0.94,46,16,16,,1.38E8,9.29E7,1.19:0.81,1.38E8,9.29E7,1.19:0.81,46518,Serpin H1 OS=Rattus norvegicus GN=Serpinh1 PE=1 SV=1
480,12911,P47942|DPYL2_RAT,0.94,13,6,3,Carbamidomethylation,5.34E6,3.54E6,1.20:0.80,5.34E6,3.54E6,1.20:0.80,62278,Dihydropyrimidinase-related protein 2 OS=Rattus norvegicus GN=Dpysl2 PE=1 SV=1
761,547,tr|F1LUT4|F1LUT4_RAT,0.94,4,4,3,,4.93E6,3.06E6,1.23:0.77,4.93E6,3.06E6,1.23:0.77,110954,Phospholipid-transporting ATPase OS=Rattus norvegicus GN=Atp8a1 PE=1 SV=3
59,14,Q4QRB4|TBB3_RAT,0.94,70,30,9,Carbamidomethylation,1.01E8,1.61E8,0.77:1.23,1.01E8,1.61E8,0.77:1.23,50419,Tubulin beta-3 chain OS=Rattus norvegicus GN=Tubb3 PE=1 SV=1
1214,23680,Q5I6B8|PI51C_RAT,0.94,1,1,1,,1.76E6,6.99E5,1.43:0.57,1.76E6,6.99E5,1.43:0.57,75594,Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma OS=Rattus norvegicus GN=Pip5k1c PE=1 SV=1
418,1878,tr|D3ZSY8|D3ZSY8_RAT,0.93,25,9,9,Carbamidomethylation,3.93E7,2.72E7,1.18:0.82,3.93E7,2.72E7,1.18:0.82,86649,Protein Tbc1d10b OS=Rattus norvegicus GN=Tbc1d10b PE=1 SV=1
243,3200,P0C7J6|LRFN1_RAT,0.93,24,13,13,Carbamidomethylation,1.97E7,1.3E7,1.21:0.79,1.97E7,1.3E7,1.21:0.79,81970,Leucine-rich repeat and fibronectin type III domain-containing protein 1 OS=Rattus norvegicus GN=Lrfn1 PE=1 SV=1
574,5036,tr|F1M4J1|F1M4J1_RAT,0.93,3,3,3,,6.51E6,4.36E6,1.20:0.80,6.51E6,4.36E6,1.20:0.80,115525,Protein LOC100294508 OS=Rattus norvegicus GN=LOC100294508 PE=1 SV=2
488,1516,Q4V887|S39A6_RAT,0.93,10,7,7,Carbamidomethylation,2.88E7,1.65E7,1.27:0.73,2.88E7,1.65E7,1.27:0.73,83231,Zinc transporter ZIP6 OS=Rattus norvegicus GN=Slc39a6 PE=1 SV=1
425,41498,Q8VHW5|CCG8_RAT,0.93,9,3,3,Carbamidomethylation,1.12E7,5.12E6,1.37:0.63,1.12E7,5.12E6,1.37:0.63,43269,Voltage-dependent calcium channel gamma-8 subunit OS=Rattus norvegicus GN=Cacng8 PE=1 SV=1
56,977,Q80WF4|T132A_RAT,0.93,31,22,22,Carbamidomethylation,5.73E7,3.97E7,1.18:0.82,5.73E7,3.97E7,1.18:0.82,110574,Transmembrane protein 132A OS=Rattus norvegicus GN=Tmem132a PE=1 SV=1
427,221,P23576|GBRA2_RAT,0.92,18,8,7,Carbamidomethylation,7.99E7,5.38E7,1.20:0.80,7.99E7,5.38E7,1.20:0.80,51182,Gamma-aminobutyric acid receptor subunit alpha-2 OS=Rattus norvegicus GN=Gabra2 PE=3 SV=1
1442,14020,tr|F1LRM4|F1LRM4_RAT,0.92,4,1,1,,1.03E6,4.15E5,1.43:0.57,1.03E6,4.15E5,1.43:0.57,40687,Protein Dbx2 OS=Rattus norvegicus GN=Dbx2 PE=4 SV=1
772,21084,Q7TPJ0|SSRA_RAT,0.92,11,3,3,,6.89E6,1.04E7,0.80:1.20,6.89E6,1.04E7,0.80:1.20,35629,Translocon-associated protein subunit alpha OS=Rattus norvegicus GN=Ssr1 PE=1 SV=1
159,1569,Q9JIH7|WNK1_RAT,0.92,9,14,9,Carbamidomethylation,3.25E7,1.88E7,1.27:0.73,3.25E7,1.88E7,1.27:0.73,225110,Serine/threonine-protein kinase WNK1 OS=Rattus norvegicus GN=Wnk1 PE=1 SV=2
1287,42455,tr|D3ZWW5|D3ZWW5_RAT,0.92,2,1,1,,1.7E6,6.86E5,1.43:0.57,1.7E6,6.86E5,1.43:0.57,62684,Protein Slc30a9 OS=Rattus norvegicus GN=Slc30a9 PE=1 SV=1
1286,42331,tr|B5DFE7|B5DFE7_RAT,0.92,2,1,1,,2.47E6,9.98E5,1.42:0.58,2.47E6,9.98E5,1.42:0.58,61013,Protein Rcor3 OS=Rattus norvegicus GN=Rcor3 PE=2 SV=1
1032,21202,P21451|EDNRB_RAT,0.92,10,4,4,Carbamidomethylation,9.24E6,6.03E6,1.21:0.79,9.24E6,6.03E6,1.21:0.79,49455,Endothelin B receptor OS=Rattus norvegicus GN=Ednrb PE=2 SV=2
729,11103,Q71F54|SH3R1_RAT,0.92,2,1,1,,8.09E5,3.26E5,1.43:0.57,8.09E5,3.26E5,1.43:0.57,93879,E3 ubiquitin-protein ligase SH3RF1 OS=Rattus norvegicus GN=Sh3rf1 PE=1 SV=1
1297,22499,tr|Q4KM57|Q4KM57_RAT,0.92,3,1,1,Carbamidomethylation,1.04E6,4.19E5,1.42:0.58,1.04E6,4.19E5,1.42:0.58,36243,LEM domain containing 2 OS=Rattus norvegicus GN=Lemd2 PE=1 SV=1
1393,25817,tr|A0A0G2K012|A0A0G2K012_RAT,0.91,4,1,1,Carbamidomethylation,1.02E7,4.16E6,1.42:0.58,1.02E7,4.16E6,1.42:0.58,58352,Protein Ubxn6 OS=Rattus norvegicus GN=Ubxn6 PE=1 SV=1
933,21795,P62893|RL39_RAT,0.91,20,1,1,,9.06E6,4.67E6,1.32:0.68,9.06E6,4.67E6,1.32:0.68,6407,60S ribosomal protein L39 OS=Rattus norvegicus GN=Rpl39 PE=1 SV=2
638,21094,P55068|PGCB_RAT,0.91,6,3,3,,1.23E6,1.94E6,0.78:1.22,1.23E6,1.94E6,0.78:1.22,96057,Brevican core protein OS=Rattus norvegicus GN=Bcan PE=1 SV=2
284,272,O08875|DCLK1_RAT,0.91,45,11,10,Carbamidomethylation,4.63E7,3.15E7,1.19:0.81,4.63E7,3.15E7,1.19:0.81,47681,Serine/threonine-protein kinase DCLK1 OS=Rattus norvegicus GN=Dclk1 PE=1 SV=1
343,1138,P28480|TCPA_RAT,0.90,19,9,9,Carbamidomethylation,1.64E7,1.14E7,1.18:0.82,1.64E7,1.14E7,1.18:0.82,60360,T-complex protein 1 subunit alpha OS=Rattus norvegicus GN=Tcp1 PE=1 SV=1
288,103,P62282|RS11_RAT,0.90,53,9,9,Carbamidomethylation,5.94E7,4.25E7,1.17:0.83,5.94E7,4.25E7,1.17:0.83,18431,40S ribosomal protein S11 OS=Rattus norvegicus GN=Rps11 PE=1 SV=3
478,3077,tr|A0A0G2K8W9|A0A0G2K8W9_RAT,0.90,3,5,5,,5.14E6,3.42E6,1.20:0.80,5.14E6,3.42E6,1.20:0.80,273475,Protein Sptbn1 OS=Rattus norvegicus GN=Sptbn1 PE=1 SV=1
137,11650,F1LYQ8|FARP1_RAT,0.89,8,6,6,,3.11E7,2.18E7,1.18:0.82,3.11E7,2.18E7,1.18:0.82,118842,FERM  RhoGEF and pleckstrin domain-containing protein 1 OS=Rattus norvegicus GN=Farp1 PE=1 SV=2
126,253,P55067|NCAN_RAT,0.89,15,15,15,Carbamidomethylation,2.89E7,2E7,1.18:0.82,2.89E7,2E7,1.18:0.82,135545,Neurocan core protein OS=Rattus norvegicus GN=Ncan PE=1 SV=1
1136,21252,Q91XU8|CDS2_RAT,0.89,4,1,1,,7.54E6,4.96E6,1.21:0.79,7.54E6,4.96E6,1.21:0.79,51323,Phosphatidate cytidylyltransferase 2 OS=Rattus norvegicus GN=Cds2 PE=1 SV=1
565,11526,P47861|SYT5_RAT,0.89,20,6,4,Carbamidomethylation,9.9E6,6.72E6,1.19:0.81,9.9E6,6.72E6,1.19:0.81,43127,Synaptotagmin-5 OS=Rattus norvegicus GN=Syt5 PE=1 SV=1
205,20881,Q62888|NLGN2_RAT,0.89,23,13,12,Carbamidomethylation,2.24E7,1.55E7,1.18:0.82,2.24E7,1.55E7,1.18:0.82,90961,Neuroligin-2 OS=Rattus norvegicus GN=Nlgn2 PE=1 SV=1
539,41693,Q6AXU4|RN181_RAT,0.89,5,1,1,,4.36E7,7.7E7,0.72:1.28,4.36E7,7.7E7,0.72:1.28,19288,E3 ubiquitin-protein ligase RNF181 OS=Rattus norvegicus GN=Rnf181 PE=1 SV=1
1048,14364,Q5XIC2|ECSIT_RAT,0.89,9,2,2,,3.94E6,2.34E6,1.26:0.74,3.94E6,2.34E6,1.26:0.74,49620,Evolutionarily conserved signaling intermediate in Toll pathway  mitochondrial OS=Rattus norvegicus GN=Ecsit PE=1 SV=1
1384,13445,tr|F1M7Z2|F1M7Z2_RAT,0.89,2,1,1,,9.75E5,2.35E6,0.59:1.41,9.75E5,2.35E6,0.59:1.41,99314,Protein Iqca1 OS=Rattus norvegicus GN=Iqca1 PE=4 SV=3
505,2023,tr|D3ZRH1|D3ZRH1_RAT,0.88,15,6,6,Carbamidomethylation,1.68E7,1.13E7,1.20:0.80,1.68E7,1.13E7,1.20:0.80,48023,Protein Oxa1l OS=Rattus norvegicus GN=Oxa1l PE=1 SV=1
864,21163,P47860|PFKAP_RAT,0.88,3,2,1,,1.52E6,6.35E5,1.41:0.59,1.52E6,6.35E5,1.41:0.59,85720,ATP-dependent 6-phosphofructokinase  platelet type OS=Rattus norvegicus GN=Pfkp PE=1 SV=2
1402,2065,tr|D3ZNQ4|D3ZNQ4_RAT,0.88,1,1,1,,1.11E6,4.65E5,1.41:0.59,1.11E6,4.65E5,1.41:0.59,109057,Protein Usp36 OS=Rattus norvegicus GN=Usp36 PE=1 SV=2
661,21165,tr|D3ZW19|D3ZW19_RAT,0.87,6,4,2,Carbamidomethylation,4.94E6,2.72E6,1.29:0.71,4.94E6,2.72E6,1.29:0.71,64778,Protein Lingo3 OS=Rattus norvegicus GN=Lingo3 PE=4 SV=1
24,22,Q765A7|PGAP1_RAT,0.87,35,27,27,Carbamidomethylation,2.34E8,1.63E8,1.18:0.82,2.34E8,1.63E8,1.18:0.82,104384,GPI inositol-deacylase OS=Rattus norvegicus GN=Pgap1 PE=1 SV=1
946,21344,Q7TPB1|TCPD_RAT,0.87,2,1,1,,2.71E6,1.14E6,1.41:0.59,2.71E6,1.14E6,1.41:0.59,58100,T-complex protein 1 subunit delta OS=Rattus norvegicus GN=Cct4 PE=1 SV=3
786,12667,Q9Z2Z8|DHCR7_RAT,0.87,7,2,2,,3.55E6,1.99E6,1.28:0.72,3.55E6,1.99E6,1.28:0.72,54155,7-dehydrocholesterol reductase OS=Rattus norvegicus GN=Dhcr7 PE=2 SV=1
599,13376,Q6P5P5|MEST_RAT,0.85,18,4,4,Carbamidomethylation,2.64E7,1.85E7,1.18:0.82,2.64E7,1.85E7,1.18:0.82,38879,Mesoderm-specific transcript homolog protein OS=Rattus norvegicus GN=Mest PE=2 SV=1
1193,21682,tr|D3ZAB5|D3ZAB5_RAT,0.85,2,1,1,,1.45E6,6.22E5,1.40:0.60,1.45E6,6.22E5,1.40:0.60,70843,Protein Ccdc120 OS=Rattus norvegicus GN=Ccdc120 PE=1 SV=2
852,12470,tr|D4ABM3|D4ABM3_RAT,0.85,1,1,1,,4.79E5,1.11E6,0.60:1.40,4.79E5,1.11E6,0.60:1.40,112637,Dishevelled associated activator of morphogenesis 1 (Predicted) OS=Rattus norvegicus GN=Daam1 PE=1 SV=1
788,21124,tr|F7EYB9|F7EYB9_RAT,0.85,5,2,2,,1.26E7,8.6E6,1.19:0.81,1.26E7,8.6E6,1.19:0.81,49581,Protein Omg OS=Rattus norvegicus GN=Omg PE=4 SV=1
563,2167,Q9Z221|PMFBP_RAT,0.85,1,1,1,,2.01E7,8.72E6,1.39:0.61,2.01E7,8.72E6,1.39:0.61,113523,Polyamine-modulated factor 1-binding protein 1 OS=Rattus norvegicus GN=Pmfbp1 PE=2 SV=2
999,1427,Q80Z70|SE1L1_RAT,0.85,1,1,1,Carbamidomethylation,1.77E6,7.62E5,1.40:0.60,1.77E6,7.62E5,1.40:0.60,88683,Protein sel-1 homolog 1 OS=Rattus norvegicus GN=Sel1l PE=2 SV=2
1317,3242,tr|D3ZXX3|D3ZXX3_RAT,0.85,1,2,2,,3.63E6,1.81E6,1.34:0.66,3.63E6,1.81E6,1.34:0.66,287523,Protein Unc80 (Fragment) OS=Rattus norvegicus GN=Unc80 PE=4 SV=3
387,426,G3V9D0|PGLT1_RAT,0.85,12,5,5,Carbamidomethylation,1.15E7,8.05E6,1.17:0.83,1.15E7,8.05E6,1.17:0.83,46510,Protein O-glucosyltransferase 1 OS=Rattus norvegicus GN=Poglut1 PE=3 SV=1
218,2523,P48721|GRP75_RAT,0.84,22,12,11,Carbamidomethylation,3.12E7,2.24E7,1.16:0.84,3.12E7,2.24E7,1.16:0.84,73858,Stress-70 protein  mitochondrial OS=Rattus norvegicus GN=Hspa9 PE=1 SV=3
1416,23383,tr|D3ZTD1|D3ZTD1_RAT,0.84,1,1,1,Carbamidomethylation,2.15E6,9.32E5,1.40:0.60,2.15E6,9.32E5,1.40:0.60,103584,Mitogen-activated protein kinase kinase kinase 14 (Predicted)  isoform CRA_a OS=Rattus norvegicus GN=Map3k14 PE=4 SV=1
93,1880,tr|E9PTA4|E9PTA4_RAT,0.84,9,7,7,Carbamidomethylation,2.94E7,2.1E7,1.17:0.83,2.94E7,2.1E7,1.17:0.83,92368,Protein Adam9 OS=Rattus norvegicus GN=Adam9 PE=1 SV=2
1022,21298,tr|B2RYB1|B2RYB1_RAT,0.84,2,2,2,Carbamidomethylation,3.79E6,2.18E6,1.27:0.73,3.79E6,2.18E6,1.27:0.73,105910,Protein Txndc11 OS=Rattus norvegicus GN=Txndc11 PE=1 SV=1
16,241,tr|G3V824|G3V824_RAT,0.83,21,49,47,Carbamidomethylation,3.92E7,2.8E7,1.17:0.83,3.92E7,2.8E7,1.17:0.83,273594,Insulin-like growth factor 2 receptor  isoform CRA_b OS=Rattus norvegicus GN=Igf2r PE=1 SV=1
55,134,P62944|AP2B1_RAT,0.83,32,24,15,Carbamidomethylation,2.23E7,1.53E7,1.18:0.82,2.23E7,1.53E7,1.18:0.82,104553,AP-2 complex subunit beta OS=Rattus norvegicus GN=Ap2b1 PE=1 SV=1
184,2560,P11505|AT2B1_RAT,0.83,13,14,5,Carbamidomethylation,9.85E6,6.51E6,1.20:0.80,9.85E6,6.51E6,1.20:0.80,138719,Plasma membrane calcium-transporting ATPase 1 OS=Rattus norvegicus GN=Atp2b1 PE=1 SV=2
322,11380,P59215|GNAO_RAT,0.83,22,7,5,Carbamidomethylation,1.59E7,1.11E7,1.18:0.82,1.59E7,1.11E7,1.18:0.82,40069,Guanine nucleotide-binding protein G(o) subunit alpha OS=Rattus norvegicus GN=Gnao1 PE=1 SV=2
1011,22413,tr|F1M4P5|F1M4P5_RAT,0.83,1,1,1,,2.96E6,1.3E6,1.39:0.61,2.96E6,1.3E6,1.39:0.61,130759,Protein RGD1563354 OS=Rattus norvegicus GN=RGD1563354 PE=4 SV=2
1031,21172,P70582|NUP54_RAT,0.83,6,2,2,,4.11E6,2.34E6,1.27:0.73,4.11E6,2.34E6,1.27:0.73,55745,Nuclear pore complex protein Nup54 OS=Rattus norvegicus GN=Nup54 PE=1 SV=1
443,1777,P19492|GRIA3_RAT,0.83,7,5,3,Carbamidomethylation,1.18E7,7.84E6,1.20:0.80,1.18E7,7.84E6,1.20:0.80,100373,Glutamate receptor 3 OS=Rattus norvegicus GN=Gria3 PE=1 SV=1
1414,23120,P50430|ARSB_RAT,0.82,2,1,1,,2.06E6,9.12E5,1.39:0.61,2.06E6,9.12E5,1.39:0.61,58959,Arylsulfatase B OS=Rattus norvegicus GN=Arsb PE=2 SV=2
863,21034,P31423|GRM4_RAT,0.82,4,3,1,,2.32E5,5.26E5,0.61:1.39,2.32E5,5.26E5,0.61:1.39,101819,Metabotropic glutamate receptor 4 OS=Rattus norvegicus GN=Grm4 PE=1 SV=1
1010,21685,tr|D3ZEK5|D3ZEK5_RAT,0.81,2,2,1,,5.68E5,1.28E6,0.61:1.39,5.68E5,1.28E6,0.61:1.39,74513,Protein Hs6st2 OS=Rattus norvegicus GN=Hs6st2 PE=4 SV=2
96,1381,tr|F1LNL3|F1LNL3_RAT,0.81,8,16,16,Carbamidomethylation,1.5E7,1.08E7,1.16:0.84,1.5E7,1.08E7,1.16:0.84,253987,Protein Abca1 OS=Rattus norvegicus GN=Abca1 PE=1 SV=3
1423,24517,tr|B1WBW7|B1WBW7_RAT,0.81,1,1,1,,1.11E6,2.49E6,0.62:1.38,1.11E6,2.49E6,0.62:1.38,74488,Protein Traf7 OS=Rattus norvegicus GN=Traf7 PE=1 SV=1
1456,4338,tr|F1M5Q6|F1M5Q6_RAT,0.81,2,1,1,,1.54E6,3.45E6,0.62:1.38,1.54E6,3.45E6,0.62:1.38,70933,Protein Fbxo21 OS=Rattus norvegicus GN=Fbxo21 PE=1 SV=3
34,95,P06686|AT1A2_RAT,0.81,32,28,13,Carbamidomethylation,2.75E7,2.01E7,1.15:0.85,2.75E7,2.01E7,1.15:0.85,112217,Sodium/potassium-transporting ATPase subunit alpha-2 OS=Rattus norvegicus GN=Atp1a2 PE=1 SV=1
889,21141,P15865|H14_RAT,0.81,11,2,2,,7.78E6,5.47E6,1.17:0.83,7.78E6,5.47E6,1.17:0.83,21987,Histone H1.4 OS=Rattus norvegicus GN=Hist1h1e PE=1 SV=3
506,11395,P28023|DCTN1_RAT,0.80,6,5,5,Carbamidomethylation,3.49E6,2.07E6,1.25:0.75,3.49E6,2.07E6,1.25:0.75,141930,Dynactin subunit 1 OS=Rattus norvegicus GN=Dctn1 PE=1 SV=2
113,4885,Q9QYP2|CELR2_RAT,0.80,10,17,17,Carbamidomethylation,2.21E7,1.61E7,1.16:0.84,2.21E7,1.61E7,1.16:0.84,233479,Cadherin EGF LAG seven-pass G-type receptor 2 (Fragment) OS=Rattus norvegicus GN=Celsr2 PE=1 SV=1
340,1659,tr|B1WC61|B1WC61_RAT,0.80,14,7,7,Carbamidomethylation,1.47E7,8.88E6,1.25:0.75,1.47E7,8.88E6,1.25:0.75,68843,Acad9 protein OS=Rattus norvegicus GN=Acad9 PE=1 SV=1
1213,22705,tr|D3ZQN3|D3ZQN3_RAT,0.80,2,1,1,,2.47E6,5.48E6,0.62:1.38,2.47E6,5.48E6,0.62:1.38,72389,Protein Pnmal2 OS=Rattus norvegicus GN=Pnmal2 PE=4 SV=1
904,21092,tr|D4A567|D4A567_RAT,0.80,6,3,3,Carbamidomethylation,2.72E7,1.96E7,1.16:0.84,2.72E7,1.96E7,1.16:0.84,67847,Protein Bub3 OS=Rattus norvegicus GN=Bub3 PE=1 SV=3
1239,24320,O35824|DNJA2_RAT,0.80,6,2,2,Carbamidomethylation,5.4E6,2.79E6,1.32:0.68,5.4E6,2.79E6,1.32:0.68,45766,DnaJ homolog subfamily A member 2 OS=Rattus norvegicus GN=Dnaja2 PE=1 SV=1
63,20871,O88917|AGRL1_RAT,0.79,26,28,26,Carbamidomethylation,5.17E7,3.77E7,1.16:0.84,5.17E7,3.77E7,1.16:0.84,166614,Adhesion G protein-coupled receptor L1 OS=Rattus norvegicus GN=Adgrl1 PE=1 SV=1
1344,197,P54282|CAC1A_RAT,0.79,0,1,1,,5E5,1.11E6,0.62:1.38,5E5,1.11E6,0.62:1.38,251525,Voltage-dependent P/Q-type calcium channel subunit alpha-1A OS=Rattus norvegicus GN=Cacna1a PE=1 SV=1
662,41563,Q71TY3|RS27_RAT,0.79,25,2,2,Carbamidomethylation,1.28E7,7.65E6,1.25:0.75,1.28E7,7.65E6,1.25:0.75,9461,40S ribosomal protein S27 OS=Rattus norvegicus GN=Rps27 PE=1 SV=3
794,21050,tr|D4ADU2|D4ADU2_RAT,0.79,4,2,2,,6.55E6,3.64E6,1.29:0.71,6.55E6,3.64E6,1.29:0.71,55442,Protein Slc7a11 OS=Rattus norvegicus GN=Slc7a11 PE=1 SV=1
785,11061,P62260|1433E_RAT,0.79,13,3,2,Carbamidomethylation,9.88E5,1.79E6,0.71:1.29,9.88E5,1.79E6,0.71:1.29,29174,14-3-3 protein epsilon OS=Rattus norvegicus GN=Ywhae PE=1 SV=1
1285,41671,P13233|CN37_RAT,0.79,3,1,1,,2.91E6,1.32E6,1.37:0.63,2.91E6,1.32E6,1.37:0.63,47268,2' 3'-cyclic-nucleotide 3'-phosphodiesterase OS=Rattus norvegicus GN=Cnp PE=1 SV=2
1406,3720,tr|D3ZW47|D3ZW47_RAT,0.79,3,1,1,,1.08E6,4.91E5,1.37:0.63,1.08E6,4.91E5,1.37:0.63,62985,Protein Trim16 OS=Rattus norvegicus GN=Trim16 PE=4 SV=1
127,20877,P35439|NMDZ1_RAT,0.78,17,18,18,Carbamidomethylation,3.86E7,2.73E7,1.17:0.83,3.86E7,2.73E7,1.17:0.83,105509,Glutamate receptor ionotropic  NMDA 1 OS=Rattus norvegicus GN=Grin1 PE=1 SV=1
446,20926,Q80WD1|R4RL2_RAT,0.77,16,7,7,Carbamidomethylation,2.97E7,2.17E7,1.15:0.85,2.97E7,2.17E7,1.15:0.85,46184,Reticulon-4 receptor-like 2 OS=Rattus norvegicus GN=Rtn4rl2 PE=1 SV=1
260,267,P32551|QCR2_RAT,0.77,31,11,11,,3.48E7,2.57E7,1.15:0.85,3.48E7,2.57E7,1.15:0.85,48396,Cytochrome b-c1 complex subunit 2  mitochondrial OS=Rattus norvegicus GN=Uqcrc2 PE=1 SV=2
1112,21237,tr|E9PSP3|E9PSP3_RAT,0.77,6,2,2,Carbamidomethylation,1.2E7,7.45E6,1.24:0.76,1.2E7,7.45E6,1.24:0.76,40614,Protein Dner OS=Rattus norvegicus GN=Dner PE=1 SV=1
520,20923,tr|G3V7D4|G3V7D4_RAT,0.76,25,6,6,Carbamidomethylation,1.18E7,8.59E6,1.16:0.84,1.18E7,8.59E6,1.16:0.84,35793,Ephrin B3 (Predicted) OS=Rattus norvegicus GN=Efnb3 PE=3 SV=1
1196,23061,tr|F1LN42|F1LN42_RAT,0.75,0,1,1,,1.39E6,6.53E5,1.36:0.64,1.39E6,6.53E5,1.36:0.64,203909,Protein Tns1 OS=Rattus norvegicus GN=Tns1 PE=1 SV=2
632,3606,Q63604|NTRK2_RAT,0.75,8,5,4,Carbamidomethylation,1.35E7,9.61E6,1.17:0.83,1.35E7,9.61E6,1.17:0.83,92186,BDNF/NT-3 growth factors receptor OS=Rattus norvegicus GN=Ntrk2 PE=1 SV=1
323,66,Q06647|ATPO_RAT,0.74,58,10,10,Carbamidomethylation,3.39E8,2.55E8,1.14:0.86,3.39E8,2.55E8,1.14:0.86,23398,ATP synthase subunit O  mitochondrial OS=Rattus norvegicus GN=Atp5o PE=1 SV=1
1076,21358,Q5I0H4|TMCO1_RAT,0.74,7,1,1,,3.49E6,1.66E6,1.36:0.64,3.49E6,1.66E6,1.36:0.64,21175,Calcium load-activated calcium channel OS=Rattus norvegicus GN=Tmco1 PE=2 SV=1
